name,platform,release year,genre,publisher,north america sales,europe sales,japan sales,rest of world sales,global_sales,release_date,critic_score,critic outof,critic count,user score,user count,developer,rating
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.07,0.01,0.06,0.01,0.14,"Apr 13, 2012",54,100,35,6.2,19,Tecmo Koei Games,T
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.13,0.00,0.00,0.01,0.14,"Oct 26, 2010",,,,tbd,,Now Production,E10+
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0.00,0.00,0.01,0.14,"Mar 24, 2005",74,100,27,8.1,20,Capcom,T
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.13,0.00,0.00,0.01,0.14,,,,,,,,
Disney Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.10,0.03,0.01,0.01,0.14,"Nov 18, 2012",57,100,14,4.9,37,Junction Point,E
The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.14,0.00,0.00,0.01,0.14,,,,,,,,
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.06,0.02,0.06,0.01,0.14,"Nov  2, 2010",59,100,38,7.5,21,Koei,M
Brunswick Pro Bowling,PS3,2010,Sports,505 Games,0.09,0.04,0.00,0.02,0.14,"Sep 22, 2010",47,100,6,tbd,,Farsight Studios,E
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.12,0.01,0.00,0.01,0.14,,,,,,,,
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.06,0.06,0.01,0.01,0.14,"Feb 15, 2012",83,100,65,7.8,72,Q Entertainment,E
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0.00,0.01,0.01,0.14,"May  5, 2008",68,100,13,tbd,,Terminal Reality,T
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Otomedius Excellent,X360,N/A,Shooter,Unknown,0.10,0.00,0.04,0.01,0.14,"Nov  1, 2011",48,100,8,8.1,14,Konami,T
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.13,0.00,0.00,0.01,0.14,"Nov 13, 2008",,,,tbd,,Destineer,E
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0.00,0.00,0.01,0.14,"Oct 29, 2007",58,100,9,7.4,5,Rainbow Studios,E
NPPL Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.13,0.00,0.00,0.01,0.14,"Nov 18, 2008",45,100,9,6.6,7,FUN Labs,E10+
Amped 3,X360,2005,Sports,Take-Two Interactive,0.12,0.01,0.00,0.01,0.14,"Nov 16, 2005",72,100,49,6.9,33,2K Sports,T
Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0.14,0.00,0.00,0.01,0.14,"Oct 19, 2010",,,,8.8,4,Digital Leisure Inc.,T
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.12,0.01,0.00,0.01,0.14,"Oct  9, 2007",73,100,24,7.4,10,Frontier Developments,E10+
FIFA Soccer 14,PSP,2013,Sports,Electronic Arts,0.00,0.09,0.00,0.05,0.14,,,,,,,,
World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0.00,0.00,0.01,0.14,,,,,,,,
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.11,0.03,0.00,0.01,0.14,"Oct 25, 2013",70,100,4,7.5,72,Human Head Studios,T
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.10,0.01,0.02,0.01,0.14,,,,,,,,
Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Cars: Race-O-Rama,X360,2009,Racing,THQ,0.13,0.00,0.00,0.01,0.14,"Oct 12, 2009",54,100,8,5.8,5,Incinerator Games,E
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0.00,0.00,0.14,0.00,0.14,,,,,,,,
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.00,0.11,0.00,0.14,"Jun 20, 2006",63,100,25,8.3,8,Microvision,E10+
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.13,0.00,0.00,0.01,0.14,"Nov 18, 2011",39,100,5,3.8,10,Teyon,T
Captain America: Super Soldier,X360,2011,Action,Sega,0.09,0.04,0.00,0.01,0.14,"Jul 19, 2011",60,100,48,6.1,27,Next Level Games,T
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.13,0.00,0.00,0.01,0.14,,,,,,,,
Senran Kagura Burst: Guren no Shoujotachi,3DS,2012,Action,Marvelous Entertainment,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0.00,0.00,0.01,0.14,"Oct  4, 2005",65,100,22,tbd,,Page 44 Studios,E10+
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.05,0.01,0.07,0.01,0.14,"Sep 16, 2008",64,100,22,7.9,32,From Software,T
Apache: Air Assault,X360,2010,Simulation,Activision,0.10,0.03,0.00,0.01,0.14,"Nov 16, 2010",70,100,26,6.3,27,Gaijin Entertainment,T
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.13,0.00,0.00,0.01,0.14,"Dec  2, 2008",67,100,9,tbd,,Her Interactive,E
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.00,0.06,0.01,0.14,"Oct 23, 2007",59,100,26,6.1,7,Cavia Inc.,T
Okami,PS3,2012,Adventure,Capcom,0.00,0.00,0.14,0.00,0.14,,,,,,,,
NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0.00,0.01,0.14,"Sep 15, 2009",69,100,31,7.9,15,Take-Two Interactive,E10+
Just Dance: Best of,Wii,2012,Action,Ubisoft,0.11,0.02,0.00,0.01,0.14,,,,,,,,
Captain America: Super Soldier,PS3,2011,Action,Sega,0.08,0.04,0.00,0.02,0.14,"Jul 19, 2011",61,100,34,7.2,31,Next Level Games,T
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.06,0.04,0.03,0.01,0.14,"Aug 16, 2011",75,100,44,6.5,36,Ignition Entertainment,T
Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,0.13,0.00,0.00,0.01,0.14,"Sep 25, 2009",,,,8.0,4,WayForward,E
Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,0.13,0.00,0.00,0.01,0.14,"Aug 14, 2007",,,,tbd,,Jack of All Games,E
Akiba's Trip,PSP,2011,Adventure,Acquire,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Game & Wario,WiiU,2013,Action,Nintendo,0.03,0.03,0.08,0.01,0.14,,,,,,,,
White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0.00,0.03,0.09,0.02,0.14,,,,,,,,
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.00,0.00,0.01,0.14,"Dec  4, 2007",64,100,9,4.8,11,Ubisoft Quebec,E
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.01,0.01,0.01,0.14,"Nov 16, 2005",62,100,39,5.9,31,EA Canada,E
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0.00,0.00,0.14,0.00,0.14,,,,,,,,
FIFA Soccer 14,3DS,2013,Sports,Electronic Arts,0.00,0.12,0.00,0.02,0.14,,,,,,,,
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0.00,0.01,0.14,"Sep 23, 2008",47,100,6,tbd,,Razorworks Studios,E
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.06,0.07,0.00,0.01,0.14,"Nov 13, 2012",69,100,28,5.7,34,Electronic Arts,E
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.05,0.07,0.00,0.02,0.14,"Jun 28, 2011",65,100,8,tbd,,THQ,E
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.00,0.00,0.13,0.00,0.14,,,,,,,,
Tomb Raider (2013),PS4,2014,Action,Square Enix,0.04,0.08,0.00,0.02,0.14,,,,,,,,
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.00,0.00,0.01,0.14,"Oct  2, 2007",59,100,29,8.0,6,Next Level Games,E10+
Buck Fever,Wii,2009,Sports,Destineer,0.13,0.00,0.00,0.01,0.14,"Nov 16, 2009",,,,tbd,,Destineer,T
Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.13,0.00,0.00,0.01,0.14,"Nov 15, 2005",72,100,38,7.5,17,Climax Entertainment,T
Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.10,0.03,0.00,0.01,0.14,"Nov 15, 2011",,,,tbd,,THQ,E10+
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.11,0.02,0.00,0.01,0.14,"Jan 26, 2010",61,100,28,5.5,17,Cyanide,T
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.08,0.05,0.00,0.01,0.14,"Feb 14, 2012",71,100,46,5.1,13,EA Sports,E
Chikyuu Boueigun 2 Portable,PSP,2011,Action,D3Publisher,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.13,0.00,0.00,0.01,0.14,"Nov 16, 2010",53,100,12,tbd,,Namco Bandai Games America,E
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.05,0.07,0.00,0.02,0.14,"Sep  6, 2011",64,100,7,5.8,8,Ubisoft Reflections,T
Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.13,0.00,0.00,0.01,0.14,"Oct 20, 2009",,,,tbd,,Electronic Arts,E
Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.11,0.02,0.00,0.01,0.14,,,,,,,,
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.05,0.01,0.07,0.01,0.14,"Mar 30, 2010",38,100,34,5.0,30,"Tecmo, Team Ninja",M
Clash of the Titans: The Videogame,X360,2010,Action,Namco Bandai Games,0.06,0.06,0.00,0.01,0.14,,,,,,,,
Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.13,0.00,0.00,0.01,0.14,"Nov  3, 2009",,,,tbd,,Activision,T
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.13,0.00,0.00,0.01,0.14,"Nov 10, 2009",60,100,4,tbd,,FUN Labs,E10+
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.13,0.00,0.00,0.01,0.14,"Nov  2, 2010",,,,tbd,,THQ,E
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.05,0.05,0.01,0.14,"Mar 13, 2012",44,100,39,3.2,51,"Namco Bandai Games, Cellius",E10+
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.09,0.04,0.00,0.01,0.14,"Oct 24, 2010",61,100,34,4.5,4,Ubisoft Montreal,T
Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,0.12,0.00,0.00,0.01,0.14,,,,,,,,
MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0.00,0.00,0.01,0.14,"Nov  9, 2010",,,,tbd,,Electronic Arts,E
The Amazing Spider-Man (Console Version),3DS,2012,Action,Activision,0.11,0.02,0.00,0.01,0.14,,,,,,,,
Rubik's World,Wii,2008,Puzzle,Game Factory,0.12,0.01,0.00,0.01,0.14,"Nov  4, 2008",64,100,9,tbd,,Two Tribes,E
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0.00,0.00,0.14,0.00,0.14,"Feb 26, 2013",63,100,20,8.1,20,Omega Force,T
MindJack,PS3,2011,Shooter,Square Enix,0.05,0.06,0.00,0.02,0.14,"Jan 18, 2011",44,100,31,2.1,37,FeelPlus,M
New Love Plus,3DS,2012,Simulation,Konami Digital Entertainment,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Ys: Foliage Ocean in Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.04,0.00,0.10,0.00,0.14,,,,,,,,
Splatterhouse,PS3,N/A,Action,Namco Bandai Games,0.11,0.01,0.00,0.01,0.14,"Nov 23, 2010",59,100,49,7.4,47,Namco Bandai Games America,M
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.05,0.07,0.00,0.02,0.14,"Jan 29, 2013",71,100,20,7.6,32,Io Interactive,M
Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.09,0.03,0.00,0.01,0.14,"Mar 17, 2009",74,100,16,7.2,5,Hudson Entertainment,E
Syndicate,X360,2012,Shooter,Electronic Arts,0.07,0.05,0.00,0.01,0.14,"Feb 21, 2012",74,100,65,7.1,157,Starbreeze,M
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.11,0.02,0.00,0.01,0.14,"Jun 15, 2007",47,100,26,5.3,6,Visual Concepts,T
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0.00,0.00,0.01,0.14,"Nov 11, 2008",,,,tbd,,Legacy Interactive,E10+
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.05,0.00,0.08,0.00,0.14,"Jun  9, 2009",61,100,12,7.1,10,Zerodiv,T
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0.00,0.00,0.01,0.14,"Apr  4, 2006",67,100,7,tbd,,Taito Corporation,E
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.06,0.05,0.01,0.02,0.14,"Oct 25, 2011",45,100,17,5.0,18,Kylotonn,M
Fracture,PS3,2008,Shooter,LucasArts,0.10,0.03,0.00,0.01,0.14,"Oct  7, 2008",62,100,40,6.3,15,Day 1 Studios,T
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0.00,0.00,0.13,0.00,0.14,,,,,,,,
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.04,0.03,0.05,0.01,0.14,"Feb 14, 2012",64,100,42,5.7,30,Arika,T
Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.11,0.01,0.00,0.01,0.14,"Sep 15, 2009",62,100,34,7.1,14,"Transmission Games, Atari",T
Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0.00,0.06,0.00,0.14,"Jun  2, 2010",68,100,13,7.8,16,Sting,T
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0.00,0.00,0.01,0.14,"Apr 24, 2007",44,100,8,tbd,,Farsight Studios,T
Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.06,0.06,0.00,0.01,0.14,"Jun 28, 2011",,,,tbd,,Valcon Games,T
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0.00,0.00,0.01,0.14,"Dec 11, 2005",65,100,17,2.8,17,Crave,T
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.06,0.05,0.00,0.02,0.14,"Mar 22, 2011",53,100,39,6.2,15,Nihilistic,E10+
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.01,0.03,0.01,0.14,"May 15, 2007",67,100,22,8.2,16,ArtePiazza,E
Mugen Souls,PS3,2012,Action,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.14,"Oct 16, 2012",55,100,24,8.0,27,"Compile Heart, GCREST",T
Gallop & Ride!,Wii,2008,Sports,THQ,0.13,0.00,0.00,0.01,0.14,,,,,,,,
Happy Feet,Wii,2006,Adventure,Midway Games,0.12,0.00,0.00,0.01,0.14,"Nov 13, 2006",46,100,11,7.3,12,Artificial Mind and Movement,E
Angry Birds Trilogy,X360,2012,Action,Activision,0.09,0.04,0.00,0.01,0.14,"Sep 25, 2012",63,100,13,2.5,21,Rovio Mobile,E
Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.00,0.00,0.14,0.00,0.14,,,,,,,,
Our House Party!,Wii,N/A,Simulation,Unknown,0.13,0.00,0.00,0.01,0.14,,,,,,,,
Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.07,0.02,0.03,0.01,0.14,"Mar 27, 2012",71,100,9,8.2,14,Omega Force,T
Tokitowa: Time and Eternity,PS3,2012,Action,Nippon Ichi Software,0.05,0.02,0.06,0.01,0.14,,,,,,,,
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.12,0.00,0.00,0.01,0.13,"Mar  3, 2008",63,100,10,7.4,15,2K Sports,E
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Anarchy Reigns,X360,2012,Action,Sega,0.09,0.02,0.02,0.01,0.13,"Jan  8, 2013",73,100,38,7.8,97,PlatinumGames,M
Scarface: The World is Yours,Wii,2007,Adventure,Vivendi Games,0.12,0.01,0.00,0.01,0.13,"Jun 12, 2007",71,100,23,8.6,25,Radical Entertainment,M
Medalot 7,3DS,2012,Action,Rocket Company,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.11,0.01,0.00,0.01,0.13,"Jun 24, 2008",47,100,23,6.3,7,Krome Studios,T
G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.10,0.02,0.00,0.02,0.13,"Aug  4, 2009",,,,tbd,,Double Helix Games,T
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.09,0.03,0.00,0.01,0.13,,,,,,,,
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.13,0.00,0.00,0.01,0.13,"Mar  8, 2011",77,100,9,tbd,,SCEA San Diego Studios,E
PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0.00,0.04,0.01,0.13,"Jun 23, 2009",77,100,16,9.3,6,Ntreev Soft,E10+
Grease Dance,X360,2011,Misc,505 Games,0.09,0.03,0.00,0.01,0.13,"Oct 25, 2011",,,,tbd,,505 Games,T
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.08,0.04,0.00,0.01,0.13,"Oct 29, 2013",86,100,5,7.4,107,Ubisoft,M
DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.10,0.02,0.00,0.01,0.13,"Nov 16, 2010",60,100,5,tbd,,Konami,E10+
WWE '13,Wii,2012,Action,THQ,0.10,0.02,0.00,0.01,0.13,"Oct 30, 2012",74,100,4,6.0,5,THQ,T
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.12,0.00,0.00,0.01,0.13,"Oct  7, 2008",63,100,17,5.3,6,SCEA San Diego Studios,E
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0.00,0.01,0.13,"Jun 12, 2006",80,100,50,8.2,10,Climax Group,E
Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.13,0.00,0.00,0.01,0.13,"Mar  6, 2012",,,,tbd,,Visual Concepts,E
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.10,0.02,0.00,0.01,0.13,"Apr 22, 2008",54,100,8,7.6,7,TopWare Interactive,E10+
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.12,0.00,0.00,0.01,0.13,"Sep 30, 2007",,,,5.3,9,Eutechnyx,E
Skylanders SWAP Force,3DS,2013,Platform,Activision,0.06,0.06,0.00,0.01,0.13,"Oct 13, 2013",68,100,12,6.1,12,n-Space,E10+
Lost Planet 3,PS3,2013,Action,Capcom,0.04,0.02,0.05,0.01,0.13,"Aug 27, 2013",61,100,30,5.4,82,Spark Unlimited,T
Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.09,0.03,0.00,0.01,0.13,"Nov 15, 2011",,,,tbd,,THQ,E10+
Stormrise,X360,2009,Strategy,Sega,0.09,0.03,0.00,0.01,0.13,"Mar 24, 2009",48,100,36,6.4,15,Creative Assembly,M
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.12,0.00,0.00,0.01,0.13,"Sep 15, 2009",66,100,23,7.1,8,Take-Two Interactive,E10+
Angry Birds: Star Wars,X360,2013,Strategy,Activision,0.06,0.06,0.00,0.01,0.13,"Oct 29, 2013",59,100,3,5.4,23,Rovio Entertainment Ltd,E
Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.00,0.00,0.01,0.13,,,,,,,,
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.08,0.03,0.00,0.02,0.13,"Oct 24, 2010",61,100,26,5.5,6,Ubisoft Montreal,T
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.11,0.01,0.00,0.01,0.13,,,,,,,,
Kuma-Tomo,3DS,2013,Misc,Namco Bandai Games,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0.00,0.00,0.01,0.13,"Jun 28, 2005",54,100,26,7.1,19,Rebellion,M
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.10,0.00,0.02,0.01,0.13,"Jul 10, 2007",64,100,45,8.7,17,"Game Arts, Seta Corporation",T
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.13,"Mar 20, 2012",69,100,17,5.7,72,Konami,M
Jurassic Park: The Game,X360,N/A,Action,Unknown,0.12,0.00,0.00,0.01,0.13,"Nov 15, 2011",60,100,9,3.3,130,Telltale Games,T
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0.00,0.00,0.13,0.00,0.13,,,,,,,,
History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0.00,0.00,0.01,0.13,,,,,,,,
Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,0.10,0.02,0.00,0.01,0.13,"Nov 23, 2010",,,,tbd,,Ubisoft,E10+
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.10,0.01,0.01,0.01,0.13,"Sep 30, 2009",35,100,17,7.1,14,"K2, Kurogane",T
Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.02,0.01,0.10,0.00,0.13,"Nov 20, 2012",,,,7.0,7,Konami,E
Grand Knights History,PSP,2011,Adventure,Marvelous Interactive,0.00,0.00,0.13,0.00,0.13,Canceled,,,,,,Vanillaware,
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.12,0.00,0.00,0.01,0.13,,,,,,,,
Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.12,0.00,0.00,0.01,0.13,"Nov 10, 2009",,,,tbd,,FUN Labs,E10+
Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.08,0.04,0.00,0.01,0.13,"Aug 18, 2013",,,,0.7,15,Altron,E10+
Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.00,0.01,0.13,"Jan 15, 2008",49,100,22,7.1,7,Left Field Productions,E10+
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.06,0.00,0.06,0.00,0.13,"Mar 11, 2008",64,100,22,8.0,12,Media Vision,E10+
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0.00,0.01,0.01,0.13,"Jul 29, 2008",79,100,16,8.7,18,Konami,E
X-Blades,X360,2009,Action,SouthPeak Games,0.09,0.01,0.02,0.01,0.13,"Feb  6, 2009",50,100,39,5.8,11,Gaijin Entertainment,M
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.08,0.00,0.04,0.00,0.13,"Nov  2, 2010",80,100,25,8.5,46,Falcom,T
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0.00,0.00,0.13,0.00,0.13,,,,,,,,
EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.04,0.07,0.00,0.02,0.13,,,,,,,,
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.12,0.00,0.00,0.01,0.13,"Oct 19, 2010",,,,tbd,,h.a.n.d. Inc.,E
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.11,0.01,0.00,0.01,0.13,"Dec 14, 2006",73,100,38,7.8,18,Terminal Reality,T
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.11,0.00,0.01,0.01,0.13,"Aug 14, 2009",76,100,12,7.1,14,Nippon Ichi Software,T
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0.00,0.00,0.01,0.13,"Oct 10, 2008",,,,2.5,6,Big Blue Bubble Inc.,E
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0.00,0.00,0.13,0.00,0.13,,,,,,,,
Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.10,0.01,0.00,0.01,0.13,"Nov  1, 2011",,,,tbd,,Cauldron Ltd.,E
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.12,0.00,0.00,0.01,0.13,"Oct 19, 2010",36,100,10,tbd,,Seven45 Studios,T
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.12,0.00,0.00,0.01,0.13,"Dec  2, 2009",,,,tbd,,Farsight Studios,E
Thor: God of Thunder,Wii,2011,Action,Sega,0.09,0.03,0.00,0.01,0.13,"May  3, 2011",56,100,14,7.8,8,Red Fly Studio,T
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0.00,0.00,0.01,0.13,"Sep 23, 2008",42,100,4,tbd,,FUN Labs,T
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.09,0.03,0.00,0.01,0.13,"Nov  1, 2011",,,,7.4,5,Activision,T
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.09,0.02,0.00,0.01,0.13,"Apr  6, 2010",,,,tbd,,Gearbox Software,M
